GeneID,Hwang_D01,Hwang_D02,Hwang_D03,Hwang_D04,Hwang_D05,Hwang_D06,Hwang_D07,Hwang_D08,Hwang_D09,Hwang_N01,Hwang_N02,Hwang_N03,Hwang_N04,Hwang_N05,Hwang_N06,Hwang_N07,Hwang_N08,Hwang_N09,Hwang_N10,Hwang_N11,Hwang_N12,Hye_01,Hye_02,Hye_03,Hye_04,Hye_05,Hye_06,Hye_07,Hye_08,Hye_09,Hye_10,Hye_11,Hye_12,Hye_15,Hye_16,Hye_17,Hye_18,Prat_A7,Prat_A8,Prat_A10,Prat_A12,Prat_A14,Prat_A16,Prat_A18,Prat_A19,Prat_A20,Prat_A21,Prat_A22,Prat_A23,Prat_A24,Prat_A25,Prat_A27,Prat_A28,Prat_A29,Prat_A30,Prat_A31,Prat_A32,Prat_A33,Prat_A35,Prat_A37,Prat_A38,Prat_A39
4792,12259,7395,13272,13935,22536,9641,9204,54878,10743,8456,24816,12399,31090,19365,30450,8604,11694,13230,10959,11411,5236,2130,3187,3010,5803,3552,4958,35123,1708,4774,15925,1695,4185,7368,3777,6401,3289,3544,4970,1968,689,3335,2296,5764,5235,2748,2260,3102,3190,2544,3106,399,6837,4643,5075,2729,2469,2308,3059,3260,5566,8243
4843,0,0,0,0,0,0,0,0,0,4,0,0,37,0,0,1102,16,1583,0,41,0,9,45,61,27,133,19,17,5,19,34,83,12994,7,15,183,9,21,29,20,154,17,41,127,64,27,28,42,41,30,18,9,40,36,957,269,101,555,27,137,38,628
4907,2862,2558,543,2896,3562,723,736,2027,1510,165,17221,2665,277,2203,857,469,148,1116,705,138,530,149,1163,201,2036,485,348,242,919,1011,555,169,650,434,5134,866,4642,1667,428,346,89,564,662,815,414,217,2323,1889,240,440,437,20,512,331,118,432,263,176,649,145,218,683
4940,21388,7808,3865,5198,14938,7681,1318,13164,2430,9244,39254,5188,12278,11331,10005,4784,1235,2536,2647,1069,2632,1076,810,2346,1188,1234,2556,605,1971,1753,1347,1341,3833,1611,2247,1141,2664,1799,422,601,158,457,637,1567,402,501,457,7034,2834,649,322,302,645,936,3471,539,1303,1129,2159,723,827,2755
50616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,3,0,0,10,0,0,8,1,2,1,11,18,9,9,6,25,26,21,23,12,22,21,23,22,5,17,17,15,10,17,24,9,18,20,21
50943,2988,842,118,106,1117,340,79,1473,601,295,1534,743,164,634,653,432,114,108,28,23,260,22,228,49,109,111,103,53,40,219,49,90,71,271,71,251,146,119,43,68,19,54,140,58,88,49,71,135,109,102,66,16,117,51,131,80,47,87,320,42,66,67
51284,790,432,18,134,172,972,295,4438,380,93,185,1472,14,494,410,316,17,22,170,18,184,26,268,28,380,186,97,145,15,151,25,96,152,789,43,252,51,63,45,85,20,43,154,83,59,54,49,187,84,34,90,18,41,34,59,62,36,44,157,21,48,91
51311,594,260,50,454,48,367,85,615,0,161,45,469,10,361,181,508,22,16,17,45,65,10,179,20,1018,128,108,539,18,34,131,60,79,924,30,185,39,54,41,126,50,57,240,62,55,82,193,147,105,140,109,52,66,58,58,92,57,31,103,19,36,131
5133,801,377,1168,275,295,1120,116,261,396,736,1016,234,324,591,219,334,53,40,73,24,36,8,63,87,77,79,48,53,6,55,187,2,19,376,33,158,108,33,15,72,12,22,33,18,51,27,42,51,79,71,42,19,51,37,105,39,24,36,80,11,36,53
51348,136,29,0,606,1,43,86,412,0,41,15,57,0,137,151,288,4,0,4,6,10,0,8,19,13,21,4,12,34,37,105,0,1,23,0,29,44,27,11,39,9,12,33,47,433,30,22,30,45,42,23,15,23,252,16,41,27,21,88,19,44,33
51438,0,0,0,0,57,38,49,310,0,0,16,38,0,0,0,0,0,514,0,0,0,81,3,8,0,1,83,0,0,0,1,0,0,0,0,1,0,23,18,31,12,10,30,30,232,32,20,41,261,23,24,15,22,13,20,17,23,22,32,24,27,825
51561,27,37,18,3,54,3,2,35,0,95,256,30,0,0,9,23,23,43,10,30,13,258,4,9,11,18,6,1,3,34,8,216,17,22,6,28,38,112,37,20,12,28,37,48,29,30,114,290,208,27,22,8,81,42,71,29,26,172,61,37,178,70
51744,500,415,161,1164,94,1569,96,1142,791,365,183,616,19,551,542,875,57,9,148,65,91,11,122,37,191,103,40,159,9,35,157,70,22,358,35,224,15,43,27,28,27,16,93,23,33,44,44,68,30,33,28,20,44,27,46,43,21,16,60,17,31,44
5293,5065,2086,1063,6369,2437,2903,353,3765,3117,2778,15602,2162,1590,1071,1101,3445,751,1669,742,1564,586,235,1382,310,3220,2133,871,1363,352,1429,3424,371,741,3600,1736,3086,1521,347,235,247,178,170,600,204,381,305,324,762,317,434,237,160,255,306,261,414,204,138,874,83,199,291
54106,642,393,26,284,185,397,56,624,682,360,676,88,123,419,128,261,26,69,2,33,85,7,29,41,25,64,24,21,22,32,42,20,7,100,3,67,18,39,67,24,12,21,61,37,53,28,40,58,51,48,28,14,31,38,38,20,51,20,112,48,38,26
5430,636,2694,1019,13888,7952,468,197,2016,668,8640,4409,4098,9968,672,614,5219,515,4013,2719,22121,1761,30409,17887,11561,13317,9469,12567,15573,7238,13712,7516,16859,13175,20993,14391,28624,10254,1341,2203,1871,961,1207,2296,3744,3554,2608,3071,2545,4833,1169,1799,319,5879,3940,1207,2623,2355,3526,1417,3028,7368,3592
5450,5143,3927,207,86,898,5904,439,3723,15173,1150,7377,113,332,2948,3971,1459,2279,380,35,80,26,63,420,551,16,616,250,89,3,385,300,47,78,1364,21,688,4,59,31,40,41,33,76,14,109,70,13,47,103,31,18,19,140,154,103,70,28,4,131,18,24,17
5551,519,723,1276,9067,778,1773,61,677,614,3310,1725,582,317,605,548,2610,147,59,75,68,102,48,355,149,477,288,273,321,36,118,3255,42,151,1140,107,813,121,315,72,381,271,107,526,115,224,327,131,121,292,143,125,282,234,282,553,279,449,139,242,44,128,209
558,1072,513,529,170,2198,1204,339,4886,663,133,6715,976,231,777,1148,285,529,322,556,76,489,195,1809,212,2211,1542,740,799,557,820,1124,362,1405,1910,4491,1785,3808,757,766,616,259,600,2057,2011,762,396,885,2514,588,677,1108,61,397,589,444,541,990,342,1125,307,364,755
5594,7939,4358,8179,3571,14759,4573,5966,65732,1702,5455,11040,13174,5067,7756,15345,4352,11013,13651,6075,4006,4215,1772,5915,942,1290,936,1030,1511,847,1720,1364,1145,1948,1134,1283,1896,1120,793,1627,834,353,718,1094,2507,767,734,667,1259,1189,1027,699,218,1729,1665,528,987,723,2902,605,902,2341,1990
5698,9521,6500,7993,7308,17377,13332,2117,24902,6585,10639,15775,7972,3372,5082,5883,5576,1369,1210,1045,1100,4719,65,417,710,698,610,325,854,303,359,505,157,174,1017,505,804,451,1951,432,3674,457,637,1259,967,1130,565,367,4065,7372,1061,716,544,908,987,1995,1118,739,1422,1481,397,1403,1055
5743,375,1718,22,399,223,1185,3278,2008,185,236,1392,1522,531,90,49214,825,3190,3949,4634,511,710,210,30,435,817,381,171,4673,683,528,8419,45,316,145,3155,696,87,469,452,136,28,1333,411,4074,629,326,21,77,179,440,1273,18,446,1217,147,226,367,38,98,83,81,307
57823,4621,4242,1283,839,430,11174,1395,6321,7051,2401,2784,1717,129,7289,5066,3009,804,310,404,200,729,82,1104,195,481,482,512,1528,10,382,537,94,124,4333,198,1034,42,115,65,271,180,83,217,22,91,190,33,595,359,304,75,83,189,127,475,145,60,30,196,54,72,197
5788,5174,1836,169,8284,152,1886,347,1992,4341,1530,805,760,0,3098,600,4316,106,81,151,33,197,1141,7396,1441,28814,9456,4968,20075,779,8568,41096,1789,3469,29006,2568,18601,3928,775,490,1368,694,718,1685,629,762,826,611,1689,1142,1263,909,546,765,650,1170,997,412,381,1774,96,301,1266
5817,7267,2798,17738,5900,10744,2289,2472,49501,2069,9400,46632,5694,15409,7640,7592,3630,3542,4770,3216,3885,2264,499,210,138,284,442,468,164,368,347,156,605,256,630,793,241,308,553,816,651,110,574,480,969,993,938,1293,1852,767,1068,553,74,1058,1047,320,458,559,973,538,1079,1055,1986
59067,32,39,0,2,0,56,0,0,0,28,9,0,0,21,23,12,2,0,0,1,0,0,2,3,2,2,2,1,0,2,2,0,0,22,1,6,0,17,14,22,11,15,21,22,33,23,15,14,30,21,24,13,23,17,34,9,18,21,27,6,13,21
596,1876,686,330,608,4711,644,495,2504,1145,309,1000,682,296,594,773,752,792,4207,121,156,349,87,92,47,77,295,66,81,91,128,130,289,83,102,30,209,118,338,208,154,213,86,317,191,458,344,137,180,435,372,345,16,859,240,664,451,536,466,691,496,222,376
604,7288,6708,5149,23468,11912,4827,3612,25024,4746,4161,5813,9362,5583,8047,7950,13928,36048,11607,4434,8704,3845,2332,1587,1274,2209,3910,2705,3945,2334,2658,4891,1064,1800,3217,1156,4923,1336,412,791,678,518,416,747,933,1367,1007,476,1012,541,704,1016,58,1362,1725,751,1255,473,1392,515,1505,928,1888
608,600,591,0,3,2,729,189,867,1817,118,101,18,10,1240,829,234,193,24,2,0,2,12,45,6,11,114,45,7,11,59,12,41,15,161,3,53,20,115,109,82,106,87,192,43,161,246,17,87,156,284,28,48,88,114,195,134,37,35,106,201,46,31
6097,2880,260,210,4184,20,318,612,29059,1138,313,3648,3965,3140,26677,4023,199,127,74,28,490,126,4,6,85,19,246,588,130,272,12,13,14,3,845,213,270,43,270,504,741,81,126,82,57,365,1975,1017,678,90,328,213,6,52,25,35,147,19,26,78,34,40,28
6194,123240,47240,86367,24187,107974,55554,32001,390101,110863,44240,60110,79573,90447,158547,191873,33980,71981,36649,160958,133439,45318,12774,20578,30669,5077,6686,17276,28442,5445,7112,13121,30721,5265,8172,20027,17532,8999,20394,24874,24095,9524,9860,29461,32076,19890,39537,93108,23896,37989,30857,19951,4130,37245,45995,20701,23825,41738,71213,25712,15009,74099,22883
6279,3306,9345,214,15923,12008,2567,616,3613,1531,74656,1082,2181,213,810,2408,22532,2671,66941,57793,117550,31368,28,105,40,513,23,12214,1802,31,578,4843,54,7370,343,26,442,2011,484,185,641,88,410,728,118,12560,373,996,491,278,986,673,609,1725,1013,19003,3397,598,56,371,2168,164141,14453
634,2092,278,481,1572,389,126,1295,4743,0,444,559,1700,1002,1101,6026,317,262,292,583,337,193,110,97,278,179,961,140,622,1583,612,882,2104,2285,359,544,850,143,339,216,78,41,136,118,231,295,420,375,261,50,363,59,6,55,279,657,106,29,24,862,102,906,107
6347,1001,2715,1013,5091,2166,1225,277,797,231,1204,2700,2346,3329,202,528,6567,26,749,307,1746,1091,149,408,243,3563,610,434,3421,350,461,3555,246,198,792,341,1482,608,3452,724,2211,388,1341,2180,1930,459,713,866,4651,3402,1645,2579,1065,836,920,1525,2888,2386,2539,1401,246,581,1700
6348,762,2121,2133,2042,1951,12639,1692,4524,193,2932,3765,4863,568,1544,1977,1117,151,142,451,1175,1551,96,966,120,8171,325,472,2605,216,719,2739,146,439,2119,305,564,609,255,92,271,40,152,249,185,263,156,137,243,508,534,389,104,214,185,129,73,481,262,204,97,130,1316
6351,1872,3630,2764,2224,2997,10912,3332,6139,1865,6861,5228,3902,422,2647,3877,3042,297,409,551,788,1806,71,476,80,2369,177,351,2129,77,259,2876,38,198,2603,158,826,201,234,92,521,75,218,419,166,454,151,141,266,594,314,380,163,288,417,295,134,259,258,232,79,122,1315
6352,3903,4755,5982,15717,2536,15132,1371,7231,6522,18733,3339,5573,917,5512,4694,13480,601,248,979,583,1086,49,741,71,1249,175,408,474,33,182,11996,48,353,2648,124,2206,83,1052,155,1081,406,289,604,76,471,622,211,173,1193,580,297,303,521,533,1492,489,210,217,537,93,200,397
6361,10209,1140,14,144,36,92,381,372,0,62,543,1574,27,277,29,100,128,75,494,50,23,1,4,9,10,7,4,14,0,36,3,2,11,8,12,18,12,283,20,16,38,29,200,29,80,72,65,47,40,196,50,7,86,57,34,51,32,17,851,44,33,44
6362,9317,17166,2186,3495,4303,1147,872,23987,1342,7841,18476,5626,2330,3882,3490,2745,368,52,398,676,230,85,1003,133,5661,91,195,23907,30,386,108,823,344,1669,135,45,839,1392,229,866,114,1923,1214,1035,1357,1893,1258,990,489,1532,5604,46,1265,796,805,1994,587,733,585,158,296,4389
6364,12620,546,37,3346,595,114,275,2951,745,105,316,710,76,1054,32177,765,5669,9425,1079,119,51,10,9,23,49,54,1028,2433,11,24,304,9,280,17,4,97,383,572,3822,105,13,7522,512,98,362,305,99,82,417,741,127,17,256,171,2106,74,96,44,220,75,917,587
6366,54045,3671,156,28,2553,84,679,5349,6943,317,79184,1856,416,2339,1155,932,509,332,4,4,1617,83,103,26,2,286,78,386,11,288,15,52,65,34,115,2230,372,344,205,166,122,190,635,41,1162,991,185,408,2236,200,342,6,476,245,267,3011,368,772,5045,293,52,18
6367,10871,2352,117,475,698,224,76,357,517,296,2900,897,1049,557,538,197,101,75,332,139,101,5,24,11,72,23,8,52,5,111,36,3,67,20,97,187,47,221,16,15,13,96,431,84,104,49,44,71,64,791,115,19,46,63,60,37,39,19,640,32,19,90
6373,331,8747,495,188,3959,1571,61,375,489,1905,808,475,34,1230,146,3724,25,132,39,91,572,5,84,32,33,11,121,28,9,39,12,0,12,125,11,20,27,57,38,1239,282,134,144,90,189,76,65,147,276,527,80,328,54,112,785,131,158,75,90,34,53,71
6376,1807,1343,1261,5025,3414,549,679,1856,1182,0,6788,1618,1284,1261,755,886,1281,657,1923,1321,256,25,293,103,40,272,33,83,113,27,49,10,440,120,486,998,36,1358,431,185,555,1585,773,3092,292,305,275,720,218,1625,640,5,908,2761,1239,1699,442,1343,1437,461,819,1007
6389,6275,6975,6592,9980,11834,6271,6948,65769,7932,79960,7150,9650,3215,14612,13332,3421,7411,6621,8358,2855,2735,11366,7067,3932,3832,4168,7765,4492,6894,5800,3734,6715,6477,8286,28510,7799,3948,799,740,617,269,547,736,1283,1253,805,900,1712,1642,616,698,125,1150,1435,733,742,1070,3083,716,792,2952,1747
6402,1143,339,87,3326,50,186,60,298,768,570,193,109,99,257,193,857,34,4,29,416,57,46,135,142,273,242,145,555,37,379,3605,55,61,558,79,1074,48,182,53,95,49,120,196,66,209,87,57,171,96,39,93,150,109,124,329,238,97,37,1107,27,60,111
64135,2647,2833,72,889,1573,1195,607,8357,563,250,383,1150,84,1757,2209,464,519,542,213,17,556,371,814,3213,1223,1031,980,1325,923,780,1031,928,1594,2305,857,1322,1505,592,143,213,127,300,383,435,365,170,216,816,580,328,165,239,210,271,511,293,368,471,747,203,189,781
643,2499,264,22,24,16,189,0,527,1409,120,266,24,0,210,81,226,18,19,21,6,6,0,1,3,0,28,5,5,1,9,1,0,2,18,1,29,3,21,12,16,4,16,44,24,49,15,12,26,34,19,13,5,26,15,31,18,14,29,123,22,10,34
6772,32732,35854,14677,8978,53353,37844,9851,87446,14015,22684,42233,17535,6174,34506,37583,9045,8805,8197,5187,3625,18040,8919,21514,49957,17416,13811,16989,18731,9835,12697,9739,4034,13757,43634,12959,16672,19547,2302,447,5616,572,1902,1649,2464,1592,645,1179,6474,7247,552,996,774,4318,2676,2986,1347,1377,2258,1922,689,1316,5642
6774,18181,9926,9231,8367,22290,18183,10404,137427,28805,10907,20303,29050,13818,28716,31770,10987,16071,14646,16245,6265,8028,6766,9323,9095,12885,12537,19007,26690,10897,16641,20677,16240,15034,18512,15978,21732,11464,6269,5521,3688,1732,2817,5838,6543,13183,7840,3204,6362,5439,2969,4949,529,5616,6940,8664,6492,3508,6245,3486,2986,5513,6603
6775,2827,630,196,1893,367,582,537,1501,389,917,406,925,198,494,1994,840,56,141,92,141,125,41,223,116,677,571,198,635,180,317,1983,59,140,581,334,742,143,201,95,119,79,179,207,151,293,138,80,171,193,221,112,57,126,210,196,150,85,75,408,42,81,205
6778,11697,6056,3254,9089,13817,3429,8668,37320,6277,5702,11617,6282,5597,8642,13981,6499,9474,8733,3853,2868,4252,412,3201,2161,5660,6480,4131,3998,2411,5112,5148,6869,6875,4634,4292,8050,3779,3340,4738,2567,1687,1587,3713,5346,5968,4933,4559,9590,2058,4845,2846,426,5582,4030,3515,4656,2818,5398,4209,10096,8476,3067
684,86184,24061,36593,59995,119778,58910,24966,106349,56553,113270,141127,34568,47168,54144,68119,16166,3559,2359,6852,11711,16503,58,528,1563,665,407,630,716,686,551,325,1922,232,860,1576,1060,633,3127,1074,2321,294,417,996,1832,578,529,847,4344,1747,664,780,96,439,1898,609,520,1788,435,2678,573,2338,1159
6890,18972,14786,22875,11023,37119,21003,3326,70411,5070,34306,37989,12508,9767,17806,11958,9686,3221,4770,5072,4119,11615,1210,4678,4550,4666,6263,4784,3892,3539,4768,4065,1015,4613,10679,3171,5921,7369,1432,375,2233,312,629,766,887,1033,503,402,1672,6477,601,542,392,708,732,2113,648,708,1124,910,285,905,1165
6908,1289,937,263,479,2192,827,429,12829,720,711,613,1318,231,816,1061,1007,1564,1495,1110,479,400,1242,905,653,605,988,542,730,562,1223,327,915,758,799,458,1119,664,371,695,310,139,252,405,647,612,252,332,482,557,292,224,89,830,594,270,431,363,795,231,494,397,747
6932,927,610,56,153,478,264,163,458,550,250,1396,710,107,627,92,393,83,225,43,103,305,737,147,94,151,602,229,107,273,458,245,159,132,572,213,893,248,351,137,66,39,76,205,46,301,315,74,197,1091,100,111,35,131,78,222,181,40,38,1016,80,190,201
7037,12742,16187,3394,6371,93451,8771,6736,85528,8208,33396,6391,16631,7487,12632,120908,28574,81060,52681,6717,30310,7766,27061,24273,13071,2733,1683,14471,14929,1709,24573,15552,14762,5054,3236,1875,1781,3160,924,1967,2572,273,914,1112,1152,2604,1410,1053,2152,3358,1299,1230,463,30323,11648,8009,1352,12263,43680,836,4172,23321,8691
7040,21874,10667,10318,8066,42059,12211,5438,50968,6488,6804,43520,10506,4025,8805,13303,7945,11244,13835,5250,9499,8675,575,1354,649,3460,1304,1179,1525,300,1317,7847,377,1649,2627,2882,2757,1968,1089,1133,1165,324,1037,2089,2139,1884,967,2131,2002,1927,2055,1539,348,4209,3509,1127,1529,2079,1141,1435,1648,2245,3174
7098,709,193,32,167,306,186,1435,2437,348,63,31,701,18,867,1461,62,116,163,401,15,637,38,188,262,129,322,338,474,322,238,75,217,211,377,111,468,256,111,45,290,63,61,166,123,61,131,36,301,114,109,96,71,39,134,97,131,64,328,232,59,49,98
712,21197,10566,12979,14226,10023,44112,4064,29294,20515,21873,68425,17983,6559,9112,11539,7014,1289,1030,4721,1117,1995,523,3537,245,34209,1681,1811,6847,362,1010,1519,1153,1830,15742,1225,1580,1557,1114,487,1366,374,614,2230,1011,516,909,2141,4308,1738,3025,1126,107,946,639,1481,1106,746,402,1608,196,344,2926
7124,2230,195,644,672,383,577,29,1131,138,800,1481,262,663,398,160,249,73,29,47,47,106,7,37,11,87,67,29,16,9,42,36,7,14,146,17,77,41,101,45,162,55,144,214,96,55,94,46,174,73,66,85,45,45,25,75,96,67,73,418,19,56,67
713,39244,16947,154432,124622,20113,103545,9659,83493,13300,118276,166409,50139,95478,21605,29592,19704,3623,1538,22293,12037,4346,645,4364,704,26264,1426,1404,9457,169,842,1218,1421,2034,16980,1013,1343,1287,2646,1488,4777,1251,1935,6903,3025,1848,2476,6371,14050,4792,5144,3544,373,2983,1967,4292,2908,2385,1448,4012,456,978,9894
7292,353,196,102,174,394,196,208,2445,0,72,63,576,55,130,733,82,21,24,66,24,182,35,38,19,236,35,15,14,17,97,119,17,51,52,32,10,16,101,106,235,29,59,581,314,154,58,80,191,212,237,212,20,211,176,148,68,93,307,112,62,94,134
7293,2212,565,2523,1201,936,374,87,1485,194,700,3564,832,1851,744,377,517,71,96,32,69,166,6,40,59,26,49,35,9,13,29,55,33,18,46,17,52,26,151,117,89,13,149,191,205,159,92,196,104,82,221,95,16,118,67,104,45,31,48,243,48,29,60
7412,7819,2326,775,81,5621,2100,1018,13745,4556,363,2806,12278,127,3206,3539,3562,550,702,393,49,3076,113,697,123,1241,593,427,647,203,395,1241,228,361,2763,173,926,358,667,281,752,80,405,1422,975,881,150,151,436,701,475,717,26,434,709,443,522,700,463,471,79,196,211
7422,36763,21274,17819,106124,27302,6704,9538,115569,12661,4124,20672,77301,12340,63189,53819,9213,57733,12465,10981,6853,3598,15484,5798,2798,7023,6190,8463,10684,12164,9040,21377,1543,6592,1830,20281,3753,4228,3618,6255,1915,218,4542,1841,8347,10264,7192,4998,2611,3318,4669,1619,327,3238,11196,1256,983,1445,4803,552,4547,4849,6884
7535,2944,1331,167,2553,497,1286,290,1011,915,862,3285,740,103,745,414,2080,65,112,41,51,279,48,191,138,424,728,220,163,22,376,915,23,81,954,37,1070,184,317,115,169,173,85,293,62,427,209,81,110,299,410,140,69,223,96,305,246,77,61,813,38,107,83
7852,12462,7609,1980,3362,2811,8123,7362,29176,7318,2269,6545,10713,732,11019,13990,6218,2144,1394,1104,2513,2282,1524,2128,392,5195,998,1647,3176,1043,1069,10208,349,882,5897,565,2581,206,1845,1923,1689,421,1308,2306,1976,6228,830,1046,1007,1844,907,2469,425,5259,4312,5199,662,1062,806,2639,382,494,2017
80380,1705,1440,749,782,1039,1712,371,2861,528,1138,3651,1502,29,1183,1003,715,1107,58,54,89,316,19,211,46,950,179,140,147,18,133,27,59,74,554,63,192,201,85,57,217,56,106,257,119,88,55,147,177,105,83,106,55,103,78,145,105,119,128,125,26,83,132
80381,1346,1949,916,1297,7461,635,141,5229,657,2009,22007,1690,1354,1188,885,934,881,1722,623,1162,724,1310,911,843,1375,813,1208,865,504,1351,526,326,2004,1057,1949,823,1901,2000,1421,1548,228,1701,2871,4783,3060,2034,2215,2810,2462,1815,2021,312,3780,3169,2011,1125,2768,2781,827,1964,2272,3571
8320,1052,484,938,1300,141,1836,93,528,296,715,139,735,0,785,119,1149,127,83,85,36,114,25,95,96,164,115,62,63,6,64,224,167,43,420,7,348,29,14,17,14,7,9,27,15,31,17,17,19,23,25,16,4,42,16,30,13,10,27,28,13,19,42
8374,20210,5698,510,4541,15063,8463,4116,10630,2627,2622,5669,4461,1431,22136,1615,2815,184,368,829,151,1003,57,165,349,172,286,186,131,403,521,686,58,1488,236,88,334,633,1192,101,256,79,334,317,1200,190,121,172,3263,262,154,165,247,50,380,419,264,596,165,837,254,114,803
8375,14015,5728,304,4883,9459,6598,3662,9958,1930,2529,1523,3428,548,13769,3316,3883,435,576,1188,301,708,46,245,170,522,293,190,220,212,315,689,123,555,614,148,451,384,380,123,103,85,146,300,975,197,213,266,1744,195,147,91,110,72,115,165,247,322,172,274,142,117,510
84868,2004,1878,542,840,738,2879,1031,7600,1181,831,1420,2388,287,1035,3216,744,401,166,322,102,633,38,417,97,1638,251,231,891,52,152,1392,115,282,1192,155,197,193,198,119,451,49,156,526,349,155,145,238,613,326,139,326,117,144,154,256,130,125,229,333,39,69,648
8519,59512,36085,35486,33852,79021,43947,9483,52854,37736,98621,124438,40307,55960,49727,39911,34746,7448,21267,28877,8602,12046,59,601,425,554,601,870,418,1061,506,1054,455,676,1431,360,2088,1225,4842,3357,6563,987,4491,5664,5048,765,1489,1877,3302,1579,3937,3977,697,1072,7498,5324,6591,5821,2366,4261,1865,1987,11156
8740,384,180,3,11,16,24,6,687,833,11,55,70,59,56,75,690,42,12,66,31,86,0,16,5,18,85,32,26,6,9,46,3,4,21,8,32,14,158,110,92,36,42,465,34,109,166,118,442,59,355,187,14,98,64,107,235,72,42,172,41,45,56
8743,6482,38341,742,6420,26510,3901,2598,11086,10036,43174,20872,14818,4272,7997,5324,8628,10107,90861,6366,5762,12943,329,3111,3138,594,645,473,2406,477,2345,167,142,2120,1429,781,2356,964,2715,906,3251,902,507,1591,1210,3934,1112,651,3423,963,1011,1059,377,5733,1924,2261,2716,1051,54007,1384,1279,2725,1562
8764,5394,2879,2202,4991,4758,3171,2345,25081,4099,4015,7056,6133,2958,3019,4865,3439,1433,2388,1503,726,1769,110,587,105,1498,1556,417,530,420,535,577,510,499,1416,932,1556,671,748,604,907,436,479,779,570,1284,929,636,1247,793,937,649,123,663,587,686,952,486,561,1092,195,499,371
8784,2049,982,507,1337,1404,382,104,1209,189,2563,3742,996,561,318,360,1101,1524,2809,138,353,444,13,44,79,28,85,23,21,64,171,83,22,243,50,165,133,57,124,60,386,39,115,173,98,206,65,305,350,257,460,138,25,572,149,436,166,64,172,262,239,729,632
8829,29618,9550,4934,19574,12015,9275,6190,50574,8967,1231,20491,28786,11356,11136,14610,6262,3571,3137,2578,843,6516,889,2913,837,8093,3144,1302,3520,2933,1627,791,951,1234,3775,4699,4242,3339,3187,3360,2975,805,3401,4348,5894,5381,2107,5739,5157,1393,4652,3188,143,1550,4020,827,3983,3675,992,6883,705,1187,2594
8995,964,150,47,7,95,265,60,1572,0,10,37,151,7,346,261,25,18,111,53,116,39,1,3,12,6,5,3,2,2,24,3,2,11,8,0,2,5,17,14,23,1,10,54,24,15,20,11,33,44,18,30,6,97,34,76,34,10,32,46,10,38,116
911,3355,141,65,249,29,221,1078,3761,1405,62,101,2702,552,859,2508,262,132,45,191,10,164,4,26,29,134,195,20,51,15,98,50,18,12,4,255,209,27,80,28,23,9,37,213,43,68,234,54,93,38,52,86,16,40,32,21,63,32,37,382,22,21,38
912,260,284,41,220,28,351,33,436,243,87,391,161,1,20,305,181,25,14,28,14,46,8,35,30,79,104,35,70,61,17,40,14,12,44,31,91,4,40,43,28,11,19,92,57,58,91,84,77,68,32,50,34,79,35,40,88,36,30,164,19,30,41
914,9097,2838,157,507,764,4540,3555,12754,5161,460,276,2805,118,5657,3361,1364,636,199,189,13,647,34,413,52,555,411,173,429,15,246,440,61,162,1598,153,1290,144,125,49,150,79,61,97,23,75,81,45,67,117,156,40,54,54,58,180,87,19,29,188,20,34,40
915,14250,2979,1310,2445,2931,9160,1191,8543,6702,2783,2262,2756,812,7453,2982,3888,862,384,396,88,637,60,557,100,604,506,319,942,15,391,950,38,272,2398,139,2245,167,304,70,330,137,159,285,46,234,221,89,101,375,231,142,81,206,157,391,239,55,138,776,37,129,118
916,11828,2838,1412,4598,2214,5902,833,4082,3486,3836,3432,3760,652,4666,1490,4549,457,426,448,62,869,98,840,150,1046,684,344,1046,19,670,1091,46,293,3116,296,3064,268,226,50,160,94,60,170,32,115,140,57,92,218,141,87,52,121,96,336,123,31,56,567,20,66,82
917,10328,2380,1408,1590,1343,7381,2975,8899,8376,1220,1182,4214,317,4927,2427,2159,432,323,240,27,413,29,250,23,324,120,121,248,19,158,329,22,136,998,66,893,88,108,46,125,79,32,73,13,69,70,26,52,94,50,30,33,71,32,91,73,21,42,191,10,31,56
919,3496,1422,590,4521,575,1510,369,1740,867,1595,1479,1320,184,1248,926,2583,93,93,55,97,241,71,324,204,390,375,199,416,19,276,2293,39,113,862,61,1005,153,191,56,142,99,69,133,33,190,94,67,90,163,161,77,64,121,126,279,102,52,49,560,23,77,85
920,6163,2634,1241,1830,2263,4613,932,5674,3084,1821,7600,5082,581,2879,2450,1948,370,378,462,188,921,128,944,134,4852,760,528,1681,76,411,609,378,431,2268,482,1068,470,661,330,778,221,594,1606,602,597,733,604,1343,692,779,672,134,656,481,717,683,335,397,1503,97,236,1015
923,3946,1110,763,1392,456,2033,609,1899,3693,1166,1817,1603,271,2033,423,1179,112,213,274,59,322,31,295,61,287,387,173,242,30,296,534,268,188,953,64,986,115,115,55,63,67,43,145,28,121,91,46,69,157,125,71,31,69,48,140,72,30,59,266,38,85,73
925,1544,2102,1316,1113,884,8483,870,3679,1644,1900,1063,2360,308,2254,4304,1842,458,208,250,32,619,94,477,182,809,526,278,517,15,269,1202,81,256,2325,85,1735,165,301,59,213,126,52,124,21,159,128,66,48,312,218,59,57,109,115,474,109,26,50,100,41,42,79
