GeneID,Hwang_D01,Hwang_D02,Hwang_D03,Hwang_D04,Hwang_D05,Hwang_D06,Hwang_D07,Hwang_D08,Hwang_D09,Hwang_N01,Hwang_N02,Hwang_N03,Hwang_N04,Hwang_N05,Hwang_N06,Hwang_N07,Hwang_N08,Hwang_N09,Hwang_N10,Hwang_N11,Hwang_N12,Hye_01,Hye_02,Hye_03,Hye_04,Hye_05,Hye_06,Hye_07,Hye_08,Hye_09,Hye_10,Hye_11,Hye_12,Hye_15,Hye_16,Hye_17,Hye_18,Prat_A7,Prat_A8,Prat_A10,Prat_A12,Prat_A14,Prat_A16,Prat_A18,Prat_A19,Prat_A20,Prat_A21,Prat_A22,Prat_A23,Prat_A24,Prat_A25,Prat_A27,Prat_A28,Prat_A29,Prat_A30,Prat_A31,Prat_A32,Prat_A33,Prat_A35,Prat_A37,Prat_A38,Prat_A39
2214,5162,5907,6126,16453,5810,13785,1868,20737,4501,13604,26209,12426,2608,3606,6033,12058,572,578,1997,1749,1173,348,3665,396,33979,1362,1908,5280,382,761,3414,1284,1866,13822,887,1174,1504,1094,680,2985,218,914,3372,1720,717,547,1908,4440,1389,364,1152,527,530,1181,881,859,711,1213,671,80,372,2646
22914,4467,2012,815,6283,885,6082,1051,7570,3047,1035,295,1751,0,3568,3603,3892,455,162,247,29,816,30,280,82,366,263,117,223,50,615,758,342,189,662,56,485,106,157,46,226,104,42,162,39,263,151,76,67,185,132,66,85,107,163,205,96,28,53,163,26,63,88
23,11922,6058,7067,6388,21908,6712,4166,65475,10210,5633,24988,11942,8811,12192,16561,7951,6371,12440,12535,3960,3526,8134,4550,6542,2041,2349,2491,5958,1779,2126,2417,2927,3301,3895,4845,3685,2143,563,471,984,169,411,600,2331,932,621,389,1717,2197,381,501,90,981,1019,387,582,751,2730,387,431,1081,1354
23308,2634,1142,1232,2954,4780,2164,835,3111,1695,881,4504,2697,3699,1340,1483,3697,1669,3235,1943,884,529,49,151,198,717,226,182,165,45,141,243,99,194,202,62,240,209,253,358,214,142,127,256,236,339,155,257,269,200,222,189,33,148,141,404,202,212,197,372,134,574,320
23586,13515,4088,830,3650,6348,7546,3833,21289,5580,1829,2311,7249,819,15875,2349,5751,1074,4095,2589,512,1845,473,838,3492,795,1688,859,1378,1220,962,1305,518,778,1858,590,1382,2479,987,172,404,118,412,440,696,323,246,599,904,410,302,237,266,412,293,586,287,537,384,531,1300,351,1470
2539,2349,2545,1494,3116,23168,2561,1078,80814,1536,18405,23569,9323,1543,4716,19862,5175,11105,4466,2131,2034,1214,3123,11666,4793,1173,2703,13943,1218,498,595,2379,542,1403,2017,5825,1475,1320,1056,798,5973,203,485,782,1118,4480,2076,689,9131,1146,556,892,146,9965,12687,1047,711,2286,2806,4510,4276,3111,6521
2625,931,352,238,395,411,316,189,700,289,2268,1503,720,338,288,156,188,75,172,581,20,308,29,136,299,415,198,653,143,24,86,344,214,83,357,71,443,969,21,11,26,12,15,24,28,71,20,12,41,24,17,15,4,27,63,14,10,12,20,54,14,36,45
27074,3537,4524,6073,549,4606,915,15642,9397,2030,2272,624,1444,3625,8720,7217,795,405,2983,255,177,989,171,1426,3915,175,715,208,28732,68,436,114,2196,1209,485,226,823,229,501,287,203,47,111,442,191,239,1381,34,322,277,90,120,50,399,299,644,365,435,2171,1339,1898,359,14566
29126,2106,1481,4341,988,1469,664,174,1877,0,652,3999,701,796,559,1025,869,5057,86,75,220,283,16,547,505,257,105,90,261,61,106,120,20,31,431,169,97,545,175,11,95,34,85,99,88,78,48,318,154,161,181,51,48,192,61,196,54,489,62,99,36,212,47
2919,1249,4623,234,2624,3318,3739,1310,13843,2674,579,4758,1933,531,704,36122,15724,1478,18887,1230,4511,562,35,329,180,1760,536,894,3957,422,68,729,7,1332,1493,358,3178,1037,750,577,1575,1142,1975,325,144,1110,363,77,1848,234,274,541,33,477,9169,1141,1902,4178,141,65,73,2337,730
29851,1176,279,25,12,175,236,205,870,88,79,40,216,0,255,319,70,71,46,8,1,97,23,92,53,78,53,59,128,0,221,145,13,51,198,22,188,62,112,24,89,12,67,123,28,130,67,31,71,143,94,84,32,79,78,174,64,26,44,327,33,45,54
2990,5546,4797,787,2806,5224,3691,6066,50278,6685,3044,6148,16798,842,6904,12831,2599,4696,3457,3888,1377,3190,5781,2831,2051,6557,2650,2370,2981,4377,2222,2411,15725,2310,3335,5716,3902,2377,975,872,685,160,276,642,638,928,1081,372,1135,1219,597,476,109,773,478,266,480,562,1129,817,540,310,479
2999,613,597,1578,7878,846,3339,150,686,918,3286,1010,1047,45,920,1015,3880,181,21,310,81,120,8,143,36,198,50,55,123,7,58,426,12,68,546,18,245,22,61,32,126,108,25,132,37,43,82,47,60,88,76,43,51,55,68,157,57,40,42,35,17,46,83
30009,444,385,279,2319,268,516,138,505,0,827,97,390,16,289,244,1068,18,35,19,12,160,9,35,75,46,58,23,42,5,36,195,5,15,101,8,112,11,54,38,72,39,40,54,38,69,103,32,72,111,90,37,39,42,50,95,64,40,49,75,28,43,41
3001,2669,2895,1028,4297,1501,8343,658,8492,2155,2543,1600,3961,114,3311,4154,3513,331,191,519,68,833,14,157,40,277,74,91,154,21,76,153,26,57,582,29,379,23,501,95,350,559,129,471,63,172,260,279,113,399,251,180,274,500,298,686,326,103,328,320,53,200,254
3002,966,1654,423,1808,1073,2509,56,1661,1166,2550,780,262,97,1207,1561,1226,358,166,60,44,247,13,169,91,156,85,117,476,3,125,1689,23,47,503,39,194,65,172,75,630,140,70,160,27,240,77,45,137,1471,172,49,589,188,333,809,131,251,160,582,38,123,169
3003,1324,560,132,130,91,1386,542,1152,1578,243,78,1049,73,932,574,698,102,52,69,5,159,19,153,12,285,62,50,63,0,54,89,10,40,581,13,609,14,213,48,111,373,74,282,34,108,104,54,63,271,196,150,91,199,112,307,175,34,34,239,9,26,203
30835,3352,1170,463,25,612,1071,483,1631,1903,380,1495,731,262,423,899,334,42,432,353,56,276,183,354,151,16655,575,208,1181,140,278,372,175,55,601,236,608,2147,107,96,140,30,89,141,139,76,52,220,243,83,34,100,15,89,33,112,674,151,57,142,17,62,420
3105,1,0,1,2,89442,117939,47,55882,585,4,494,6404,108055,51709,4,41946,14203,1015,2476,11,1,18843,31594,8707,49752,22084,14436,48849,14180,9909,55987,6199,27651,64214,31408,71545,22550,20245,6392,18727,3407,6797,15693,12197,17993,11098,6293,24204,38341,13111,9283,1420,9882,8330,12919,9595,9479,29879,17750,4723,7256,16783
3106,33,167,54,56691,49473,610,328,1871,42496,397,108,21,274,32,238,748,7,8,19,19,96,3914,40167,18469,84433,27529,24437,83857,18283,16062,93337,9297,20264,95438,38166,94635,30590,20442,3742,14635,3629,6325,14896,5726,13245,6460,5854,19353,37108,14300,8281,1545,8799,6170,14118,8676,8906,17473,18351,3173,6228,13681
3107,26637,3034,680,5683,112530,27906,3798,83140,28981,4604,21041,6545,2014,12126,9315,3258,1325,1970,3629,698,34637,2526,23008,9767,58158,26528,10663,38292,12013,11000,59796,4381,19009,34968,19686,26489,9435,12678,2312,7515,2607,4666,10562,4413,7523,4776,2396,18495,13130,9072,4764,912,7804,3170,6112,5295,4289,6128,7097,1952,3306,7541
3108,17364,10540,4532,20704,3486,16477,9558,37562,10142,6066,10637,20615,9099,11075,8944,6277,1895,828,1995,1601,4286,181,1953,221,7180,2206,1103,4007,380,651,1051,451,810,3916,1012,2888,719,1097,699,2380,442,584,2711,776,2025,2721,835,3788,1607,1763,1712,167,1016,813,1184,1279,429,350,3941,181,468,1404
3109,4408,21,1025,1946,4,3778,23,101,9,13,4186,4665,13,1653,1166,1241,2,2,437,424,12,52,986,89,2543,723,400,1067,124,326,208,229,364,1953,363,816,278,698,378,2191,281,490,2124,795,946,1169,621,2349,894,724,936,132,523,402,858,756,340,330,2898,90,308,1062
3112,3948,1124,15,426,222,1009,939,1368,1384,341,582,1198,167,1808,1098,154,1248,30,206,99,504,9,66,25,43,64,30,43,7,63,35,8,26,106,23,51,15,153,64,449,63,113,507,93,380,211,74,628,430,232,113,56,194,155,276,152,85,174,849,75,116,255
3113,32778,28618,30812,97969,17201,21,17,92108,47647,16,39383,205387,27,11,35949,31448,3842,2242,4564,7081,14669,398,7843,907,32922,2668,2039,18905,592,2000,3585,1295,2251,15167,2933,7918,1804,3328,1611,10536,1308,2993,8638,3561,1882,2194,3317,10147,3796,2138,4516,1081,1567,1806,4448,3153,1479,1075,11977,228,1157,3910
3115,50801,21473,22672,67746,13561,50014,19467,85391,43647,32017,69306,62320,12175,23810,18393,22783,3829,1207,7409,3992,13076,262,4663,387,15960,2587,1779,8524,337,1245,3655,998,2068,9131,3130,6380,1363,1980,1452,10156,1311,2548,11604,3551,3003,2372,2706,7293,2712,2003,5198,871,1592,1386,2479,3459,1288,1280,10028,215,1159,4026
3117,40,5115,2797,984,5172,3553,59,4141,2001,8091,18896,18902,2091,2266,24,94,227,1,169,619,2243,363,21723,699,100324,4085,5819,5452,220,572,880,891,1749,19353,5632,10623,6269,2644,1778,7444,9,2754,7940,1575,3016,19,17,10198,29,9574,20,5,17,2165,14,2222,1306,1145,20835,44,1093,8005
3122,194381,96505,32001,129880,34584,188859,136617,406755,268985,57092,125228,282994,14204,124544,101838,57198,16499,4994,17403,11456,32333,932,17328,1516,72053,6472,6647,48810,2184,4958,12428,3132,7169,31429,10280,21568,5319,6449,4288,25024,2519,6211,28239,8169,7122,12815,9878,27198,8759,25269,12575,2354,5306,3742,7859,7961,3304,4047,20919,1269,2893,13845
3133,89321,64838,33270,82345,126971,100897,22733,204556,83559,69516,177552,69010,21720,71276,51377,61931,14839,34281,46798,16270,36411,2286,15961,5190,37395,15225,9712,23151,4124,7187,53875,5169,12406,29995,16815,33308,11076,5633,2639,4195,1739,2267,6049,4954,8165,5366,2641,7491,7983,3430,4513,736,3648,5154,4546,5310,4064,4888,6307,1682,4308,4770
3135,116,93,347,16,0,789,0,132,0,17,11058,12,0,0,39,10,0,1,0,8,0,71,59,254,172,31,74,461,147,45,170,8,38,113,62,127,102,1707,531,1991,379,733,2877,2281,2554,1556,385,1409,5364,767,1600,278,1255,700,703,1225,965,4388,1705,210,1178,2748
3383,10589,7074,7276,6952,3877,2521,4339,11563,3523,4870,15017,5164,6685,2155,12560,1269,721,786,391,683,2424,88,888,368,5745,1110,770,9922,257,620,1740,152,458,4152,2116,1076,942,3146,901,1127,139,3653,2298,11715,1277,941,968,10593,1047,4145,2085,228,945,1487,768,715,876,354,4090,116,473,673
3429,16125,7553,2911,4395,13698,10919,3925,4738,3569,13573,64547,13013,17091,11705,14740,3667,511,1958,4744,1649,4280,331,1573,1649,560,862,767,464,2607,2011,570,164,4050,934,372,2148,2167,15600,1080,3750,457,2307,3059,3904,1102,1164,4390,20384,1998,4389,2084,168,656,5441,7234,4855,7038,3776,6158,4914,5306,23487
3430,8385,4661,1953,2300,10562,4605,776,9580,2889,4761,19958,4071,2041,4522,9306,2798,1474,1512,2435,665,1362,68,374,342,370,369,360,418,216,292,373,241,229,632,340,510,382,541,230,539,127,190,433,516,375,190,144,1131,750,313,255,136,253,376,409,304,449,990,363,190,148,736
3451,0,2,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,22,32,0,1,0,1,0,0,11,0,0,0,0,0,0,17,11,14,9,9,15,15,15,18,15,23,13,10,12,12,9,12,10,9,20,7,19,7,19,14
3456,7,17,0,1,7,11,3,218,0,4,12,13,21,9,14,5,0,0,5,2,4,0,1,6,0,4,1,1,4,2,1,0,1,8,0,2,2,16,12,10,6,7,43,40,24,16,13,16,17,13,15,8,17,15,15,12,23,21,14,10,14,13
3458,263,167,48,62,70,504,92,0,347,191,16,184,0,105,134,85,30,12,17,0,32,1,20,6,8,18,12,5,2,29,31,0,0,68,1,15,3,23,16,91,49,24,43,26,27,47,27,40,85,22,32,29,38,37,50,24,16,37,26,27,22,22
3480,6398,6186,3199,1534,48685,4090,3880,33104,2837,7857,6812,7312,2278,16330,15884,4980,21389,19417,13648,4508,6774,7828,2573,8081,2531,8070,17634,2074,1969,10475,3175,7351,7597,2696,5556,7934,6792,1535,1975,1044,838,1169,1483,2860,2839,2337,1112,1756,2837,1371,977,520,4608,1896,1274,2058,1290,3708,639,2877,2423,5419
355,8942,4378,4511,7127,7149,3201,3111,8377,5264,1078,6030,5083,2949,4257,2331,4274,4990,2952,1209,2312,3869,409,938,232,1461,2301,544,2962,770,1550,1522,316,1224,1809,1618,2448,2078,63,45,51,23,50,171,122,66,36,54,79,48,57,76,10,58,67,64,72,58,42,106,29,63,57
3552,44,5323,25,161,1001,65,24,65,0,18,154,53,0,0,1572,68,458,190,1113,182,15,24,33,56,63,74,131,103,56,142,47,54,69,48,24,7,64,63,18,14,7,50,59,38,37,20,8,46,17,93,23,9,63,211,26,46,77,40,35,27,251,236
3553,716,9404,85,825,1592,1739,1241,1483,180,349,580,870,43,39,657,2296,447,69,796,551,521,103,260,147,2821,381,357,8058,151,236,8798,220,103,1248,212,613,239,267,41,86,16,125,107,86,70,33,32,226,131,408,96,49,78,76,92,141,630,111,275,32,144,179
3558,103,3,0,7,0,0,30,21,82,2,0,48,0,66,0,10,0,0,0,0,5,1,2,0,0,0,2,1,0,1,0,0,0,1,0,11,0,14,11,13,4,7,10,11,13,19,11,21,21,18,18,2,8,7,7,6,12,16,14,7,8,9
3559,4954,2057,1720,343,2108,1028,361,2649,2957,1864,5443,1518,1178,1250,1656,813,281,163,225,102,150,41,345,155,4013,167,230,3274,30,332,197,122,103,3347,177,273,258,199,114,204,40,195,429,329,247,97,401,684,265,258,167,45,276,151,449,216,132,150,454,53,112,871
3560,4159,2678,5340,2987,3452,3249,667,5553,2707,4796,10010,2004,832,2070,2457,2404,773,1476,282,112,825,25,288,41,325,362,254,205,13,209,475,44,96,865,90,871,122,541,112,325,185,132,288,115,250,248,154,314,516,462,178,86,279,187,622,362,193,196,764,82,174,175
3561,7895,2903,665,2169,1268,3577,1341,6669,4945,2654,1903,3944,358,5096,3316,2642,770,712,310,167,535,67,667,73,1366,403,407,742,33,439,1354,154,294,2373,142,1352,217,354,216,603,189,329,668,241,822,489,220,628,526,599,370,178,344,346,547,412,235,224,919,115,244,425
3563,1757,989,180,435,797,436,352,1518,651,670,391,1117,205,1094,458,1338,277,83,99,149,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,106,81,48,34,134,159,119,98,89,93,58,154,195,18,66,62,59,180,193,35,148,51,62,111
3565,1,0,0,7,0,10,0,66,0,0,0,0,32,0,0,0,0,0,0,0,0,0,6,2,0,10,1,1,0,0,2,1,0,1,1,5,2,12,18,13,13,15,25,15,15,28,14,30,11,17,20,6,17,11,9,15,18,14,32,14,24,24
3569,263,1706,99,61,485,1134,1080,780,202,260,921,121,22,213,4150,551,161,112,279,61,761,4,11,29,312,29,129,3601,24,29,2042,21,2,1131,120,18,26,150,251,97,12,102,95,103,101,33,40,174,271,54,678,12,1046,356,250,166,1052,44,46,18,16,156
3574,2238,428,270,583,664,866,696,1035,756,533,123,1224,315,470,1106,469,133,630,170,113,326,6,16,22,56,207,35,78,57,68,23,4,19,76,28,118,131,49,29,45,36,25,91,21,51,56,28,48,29,62,23,3,36,43,25,59,26,60,74,27,37,50
3575,9099,3200,120,601,1818,1222,4242,11174,3093,551,592,5150,163,7369,2363,1882,909,619,164,483,579,78,237,146,4035,1194,539,4811,40,774,1682,166,340,868,161,1974,534,728,148,216,121,455,538,220,965,373,140,488,279,314,375,148,574,208,644,392,552,42,1102,279,248,1435
3579,234,74,0,2904,63,206,87,466,0,261,33,186,11,163,965,1839,125,273,81,118,29,11,12,10,140,24,11,70,4,21,630,29,35,75,21,299,45,71,61,22,26,50,77,34,67,59,46,57,23,53,22,125,47,120,65,189,123,44,152,14,130,40
3586,330,166,95,60,194,1945,420,1471,269,102,427,181,78,191,263,203,94,23,47,24,113,18,63,47,287,26,33,461,13,27,180,35,48,150,32,29,60,35,20,52,13,36,49,46,48,34,44,83,54,39,77,20,46,23,37,33,49,39,50,42,40,112
3587,10052,5266,1896,5847,2074,9868,2329,11676,9564,3111,10484,6428,1659,7727,5566,7950,1122,592,634,673,995,286,3253,282,12344,4943,2088,4148,269,2390,4754,878,1413,8627,676,4523,1257,443,272,623,195,315,918,434,739,400,413,737,657,700,497,233,556,364,677,622,256,165,1179,83,188,556
3592,489,364,82,209,239,726,57,2105,0,132,221,319,0,1082,464,395,69,191,397,14,47,3,26,79,5,6,18,19,5,23,14,7,7,40,9,31,17,63,45,74,24,22,30,54,75,53,38,114,39,30,27,22,35,57,53,43,31,141,38,35,35,52
3593,88,16,0,4,0,22,161,3,0,15,0,0,0,42,0,4,12,16,1,0,27,1,22,22,0,19,16,45,17,15,29,2,10,105,18,28,5,21,18,16,8,13,36,35,40,24,27,55,24,25,21,10,30,24,24,25,21,35,52,24,29,40
3596,14,5,0,3,8,8,0,0,0,12,0,24,0,79,43,8,0,11,3,0,0,0,2,14,1,0,0,2,4,0,8,1,0,0,0,0,0,21,19,20,17,16,16,24,28,35,27,29,32,23,18,16,38,17,21,25,25,33,36,39,57,32
3600,698,272,103,517,1670,316,82,536,254,326,1280,976,252,348,385,441,189,64,107,375,462,7,71,21,85,89,92,59,111,102,28,15,27,191,23,107,96,147,69,242,35,83,182,111,148,77,103,196,115,126,165,16,143,87,106,133,120,384,235,86,99,158
3604,3098,830,1119,1955,1046,2032,939,3168,242,477,394,590,162,392,1100,525,260,395,103,35,227,5,76,16,54,28,61,78,0,44,41,7,74,225,88,35,19,155,67,141,26,64,85,27,70,52,43,162,133,120,64,33,75,56,132,35,27,64,153,19,32,71
3605,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,251,0,0,0,8,0,0,0,16,0,0,0,27,0,6,5,0,0,4,1,3,1,7,12,6,2,10,1,21,9,12,11,22,7,11,7,4,7,15,14,7,6,19,17,12,31,17
3606,5667,3822,481,1262,3635,2321,4381,7998,2933,1286,3559,7773,861,1681,16775,2192,1549,1909,3052,1566,1932,14,164,306,189,232,208,1099,68,165,89,259,531,978,153,300,900,151,65,234,161,104,325,116,313,221,172,691,249,293,121,22,261,199,150,307,60,138,462,114,731,1141
3620,1478,5747,1236,1528,1704,817,615,1734,963,6167,1189,867,599,2011,2214,2767,157,6026,69,424,1541,16,280,42,154,101,186,282,121,201,112,12,273,549,61,254,40,715,296,820,436,133,171,62,2044,155,81,308,654,505,219,154,163,4900,1825,153,130,86,1088,53,81,47
3627,5912,16909,2169,834,13025,8914,1259,12476,1357,4122,3865,1618,85,8031,3218,3378,559,288,565,234,6584,14,745,284,600,92,573,442,91,209,60,18,105,1534,57,118,299,104,33,2537,316,354,248,111,190,69,109,422,699,276,213,785,125,308,962,120,184,371,110,34,87,241
3659,6762,7522,6032,11754,11344,5106,1417,15333,3878,8667,17490,4149,4189,4049,5516,8013,1066,2217,1167,1802,3505,394,1623,866,2184,1586,1165,2029,652,986,2123,1001,687,4186,1600,2920,983,590,302,1594,264,316,482,358,455,419,254,624,978,1001,365,238,433,570,1047,517,395,271,599,274,424,262
3662,2901,2801,247,136,378,3053,236,2227,2305,916,5443,169,229,2324,2055,1321,189,142,18,7,72,98,1221,56,116,827,552,124,12,451,528,53,71,1936,65,783,69,319,243,362,319,291,625,53,422,471,41,111,711,939,167,133,437,214,565,366,210,27,578,157,114,48
3669,8888,5206,2040,3520,9734,5581,575,4514,4450,6329,10136,1540,1620,6316,7208,3903,2015,1007,977,933,914,283,228,145,106,402,270,228,87,263,1192,525,590,650,109,553,175,605,2786,256,144,162,235,265,499,1180,125,402,854,442,197,124,392,276,766,271,252,366,445,222,312,406
3672,11744,6785,1028,2599,14923,5153,4577,45287,10020,383,7261,12777,1567,14050,13984,3977,6336,1185,2308,363,3454,5125,1525,873,892,2560,1234,4048,1461,3029,552,1045,2140,1679,2612,1878,1559,1528,1516,858,318,1204,3979,2374,1794,1535,1474,1608,4539,2608,1331,59,892,991,550,1055,3025,2503,1375,693,1089,1485
3682,780,679,441,203,1123,492,275,3800,439,533,839,873,169,544,1587,471,1591,840,475,191,623,165,517,113,310,516,449,324,80,304,188,226,171,1029,186,442,161,142,153,379,84,141,272,306,190,217,162,295,365,123,189,39,516,520,280,248,159,973,167,156,485,397
3683,7009,3084,798,6305,816,4583,1217,5071,6349,2816,2911,3817,496,4682,1534,5553,261,181,145,149,622,168,1398,186,2810,2349,799,1549,78,1301,2515,130,571,4970,337,3934,525,514,148,349,229,157,555,100,694,325,227,339,572,594,217,133,333,200,520,380,135,94,1182,64,145,256
3684,5099,2313,1018,8080,845,2647,725,3517,1638,1822,4319,7536,815,559,783,3673,399,1491,170,594,521,148,1091,134,14876,1078,640,2698,256,561,4023,413,690,2490,689,1017,628,302,107,388,67,211,930,404,338,207,535,699,177,463,320,82,159,164,122,216,106,186,432,52,79,361
3687,3223,2702,1573,19352,1280,3514,602,5197,1216,4159,5649,4941,1442,1306,1517,8789,283,209,492,1299,688,324,4435,355,11238,4986,1803,5331,457,2225,47255,1627,2696,6401,1675,3218,1543,857,543,1090,307,796,1342,925,1633,855,680,1356,1053,1687,1118,357,727,814,773,683,753,554,1389,275,427,1207
3688,25061,22931,5327,7242,32720,17790,18056,296275,36119,8055,36581,63737,3233,41629,122651,14325,19522,22515,14271,5238,16030,7541,7569,13607,15728,4137,8373,16374,5144,6245,13854,6940,8547,10761,12221,8459,16603,8894,9553,8976,1276,9540,16459,25347,16233,6280,10917,16871,10200,4050,7495,2138,8367,22884,4984,6988,10890,12818,3947,3108,12192,12403
3689,10291,4246,4224,16663,2637,7426,1922,10092,6112,7393,30896,15848,3642,4931,4711,7556,580,480,1463,775,1667,485,6422,745,56740,3420,3344,10007,471,1768,11383,1174,3363,14447,4417,7116,1940,1099,410,974,286,773,2090,673,739,689,965,1641,939,1202,866,274,780,563,843,590,317,340,1660,141,249,1452
3702,5170,1490,175,982,411,1990,772,2142,2288,687,437,1346,96,3359,1250,1165,202,38,68,22,227,46,310,97,631,844,287,667,16,648,2249,30,146,1522,103,1394,319,208,38,132,80,56,161,38,196,118,49,85,178,132,71,56,116,136,415,115,32,40,541,21,54,103
3820,2049,481,115,924,189,1050,1862,10257,1616,156,220,1353,0,3707,1630,1036,370,71,82,23,246,62,47,27,99,136,35,145,89,105,419,198,34,174,20,261,25,157,68,35,58,42,80,26,152,91,19,55,159,62,100,30,78,64,213,81,36,36,408,11,82,55
3824,237,689,77,1389,221,921,220,2041,482,536,80,296,17,912,2066,712,52,36,45,10,96,7,62,18,51,44,56,46,9,26,377,5,11,170,12,47,21,32,34,70,22,17,75,149,46,62,22,64,79,34,30,37,41,56,42,43,24,24,48,22,28,41
383,12,4,0,107,7,9,0,0,0,2,0,0,0,0,0,183,3,4,0,17,0,48,47,5,23,74,56,21,77,164,1359,47,47,30,14,68,616,8,10,8,7,2,20,14,28,12,12,1355,15,8,16,17,35,10,15,20,14,33,19,87,18,143
3902,808,1302,1378,475,2077,3702,349,2429,196,2001,3114,659,368,723,520,1154,179,96,92,134,251,106,126,62,144,186,117,83,48,83,124,75,50,664,31,268,131,108,54,357,75,56,161,43,87,97,52,183,296,102,65,200,114,102,488,93,112,105,94,100,157,116
3916,2192,3028,534,1439,4379,2454,1007,15761,1941,7885,6504,5494,515,4413,8636,1662,2288,6176,2714,1817,2490,3015,3076,4647,6579,1502,2521,3525,1236,2588,897,2963,4155,3868,3159,4353,2744,6043,3401,3851,1068,2380,4317,5416,4948,5776,3344,6231,7795,1459,3118,780,5018,5895,2231,3320,2302,9152,2766,2026,10433,7978
3932,71,36,0,11,15,0,0,0,0,22,3228,0,0,0,0,37,11,19,270,19,0,37,164,68,308,400,145,181,26,265,285,19,106,678,88,713,129,304,76,205,102,107,238,51,170,185,71,132,663,294,110,67,125,91,359,167,49,84,795,27,123,115
3934,5088,8542,37,68255,4158,26,3322,36400,221,6168,14347,4270,2008,3563,153693,93749,6832,1944,52660,119767,3182,7,142,146,558,1310,3265,3416,337,344,922,3,4864,1,291,15075,247,841,48407,72,1872,229,779,494,943,5069,1244,15421,108,2496,272,25,170,1539,3282,3885,483,44,234,915,41132,1790
4035,2153,8827,2406,4484,19622,1913,1664,9976,9258,5530,33863,13128,3803,2146,4553,5961,3306,8229,1626,4081,8712,8954,38794,9045,110872,41640,21273,42295,13548,29575,13806,9516,29036,43884,41359,33868,21244,2355,4161,2431,699,1823,9849,6462,1997,2463,2829,4514,2451,2720,4565,193,2910,2510,1443,3525,2235,1595,1366,4855,1855,3535
4063,303,122,22,33,10,135,99,118,276,30,39,181,0,494,220,51,44,14,0,3,37,25,115,105,90,288,66,59,0,164,183,11,31,345,16,327,33,109,59,84,90,59,154,43,243,127,31,67,178,156,66,36,100,75,259,87,61,29,432,30,43,68
4068,710,445,19,46,72,690,317,910,1478,68,95,282,4,959,324,178,65,50,14,0,108,9,42,46,70,93,52,57,11,94,156,3,15,232,15,208,16,66,27,62,153,32,68,20,70,54,29,42,116,74,38,31,48,51,147,50,7,29,145,14,33,28
4100,0,0,0,0,106,0,0,5176,0,20,0,0,0,0,0,14,0,70,0,49,0,380,0,22,0,0,147,3,0,37,8,49,2,4,0,0,0,12,10,241,4,12,12,9,12,13,8,14,422,13,6,6,64,12,13,10,16,13,14,18,29,119
4102,0,0,0,0,2,0,2,3043,0,0,0,0,0,0,0,0,0,1727,0,620,0,1651,1762,25,0,0,61,14,0,1272,4,1444,1,771,1079,7,0,7,6,1971,9,12,25,15,1929,23,25,23,4704,13,7,155,46,254,751,499,20,21,13,103,6407,47
4103,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,60,0,158,0,917,0,104,1113,23,0,0,3,26,0,6,19,1139,1477,934,0,0,1,16,9,13,7,12,18,11,16,12,5,31,354,13,6,13,310,324,480,14,155,11,27,125,876,35
4282,10304,14563,12830,6525,61865,9777,1807,112073,8738,14342,85813,13827,6243,5945,60011,3952,36335,20338,14061,14904,14229,1191,3814,646,1127,242,1509,1241,605,1304,347,1535,1477,680,1511,742,627,5904,8564,3606,515,2318,3755,5010,6040,5338,4615,10715,9813,6636,3074,433,20155,11766,3428,2196,5033,26250,2337,15009,23001,14455
4283,8013,6887,2559,433,3333,6886,998,8153,5103,6450,1905,2911,46,4569,3189,10867,1232,244,276,170,2832,61,1878,90,310,140,842,621,23,352,74,13,132,5380,197,296,231,285,103,5182,3381,1150,802,196,842,385,703,540,4506,1059,873,712,881,881,6040,420,449,387,903,58,235,268
4360,40756,4467,6595,18738,4512,7636,7733,24335,12207,3806,11685,19607,4001,4003,3197,2004,958,389,2647,630,1051,9,4,16,1135,168,22,1965,2,17,56,111,115,32,428,289,21,855,205,744,120,628,4084,2068,780,1353,2721,4164,388,1625,1341,117,369,197,222,948,370,345,894,87,199,2659
4599,34031,17058,1246,11690,35170,13253,6468,12091,7306,20446,27984,6415,10174,24405,7837,6031,2293,1888,2406,1204,4505,276,1480,23764,1320,1200,1633,1241,1572,3154,2406,689,6915,2227,580,2269,2407,7379,1266,2910,509,1991,1701,4788,983,396,760,11594,2761,1615,634,1483,1539,1821,5056,1234,4150,3824,6011,5364,1456,10797
4684,259,187,75,764,598,4764,15,90360,477,234,132,560,305,70,2868,358,11,2581,784,37,75,16,421,66,84,216,13,65,1163,39,737,2584,44,44,52,125,51,54,43,35,32,56,123,56,43,896,32,58,36,42,635,18,85,37,31,105,56,2336,46,41,35,399
4772,599,191,138,263,1107,280,102,1012,562,376,224,554,158,825,301,300,395,611,205,200,392,54,220,147,512,671,182,300,178,381,693,67,246,498,445,820,337,201,176,226,82,117,305,164,438,147,135,214,157,165,295,17,493,206,293,292,214,124,218,334,272,264
